"downloaded","item_id","item_definition","category","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
2023-04-18,124,"고구마","food_drink",0.18,0.09,0.12,0.22,0.29,0.23,0.47,0.6,0.54,0.58,0.69,0.76,0.63,0.73,0.81,0.77,0.92,0.9,0.92
2023-04-18,125,"고기","food_drink",0.28,0.38,0.34,0.57,0.56,0.63,0.75,0.84,0.76,0.83,0.83,0.92,0.9,0.96,0.96,0.93,0.97,0.93,0.96
2023-04-18,126,"과일","food_drink",0.15,0.05,0.18,0.16,0.23,0.24,0.41,0.44,0.51,0.43,0.67,0.69,0.61,0.73,0.81,0.76,0.8,0.81,0.9
2023-04-18,127,"과자/까까","food_drink",0.63,0.66,0.63,0.76,0.74,0.83,0.81,0.88,0.93,0.9,0.86,0.95,0.91,0.97,0.97,0.95,0.99,0.96,0.97
2023-04-18,128,"국","food_drink",0.15,0.08,0.15,0.22,0.34,0.37,0.49,0.56,0.6,0.59,0.62,0.74,0.64,0.79,0.73,0.76,0.89,0.78,0.89
2023-04-18,129,"국수","food_drink",0.11,0.06,0.09,0.24,0.26,0.3,0.31,0.47,0.47,0.45,0.55,0.68,0.59,0.71,0.7,0.69,0.74,0.86,0.87
2023-04-18,130,"귤","food_drink",0.37,0.31,0.39,0.56,0.59,0.69,0.77,0.79,0.76,0.78,0.88,0.91,0.84,0.99,0.93,0.93,0.97,0.91,0.99
2023-04-18,131,"김","food_drink",0.35,0.28,0.36,0.48,0.53,0.5,0.7,0.84,0.79,0.81,0.81,0.92,0.83,0.93,0.93,0.93,0.97,0.93,0.99
2023-04-18,132,"김치","food_drink",0.17,0.25,0.24,0.32,0.44,0.49,0.62,0.77,0.76,0.66,0.77,0.86,0.86,0.88,0.88,0.89,0.93,0.9,0.96
2023-04-18,133,"껌","food_drink",0.15,0.18,0.25,0.4,0.33,0.33,0.58,0.68,0.64,0.62,0.76,0.74,0.71,0.86,0.82,0.8,0.89,0.81,0.92
2023-04-18,134,"닭고기","food_drink",0.08,0.03,0.07,0.05,0.13,0.2,0.3,0.29,0.34,0.42,0.47,0.56,0.54,0.6,0.64,0.67,0.76,0.72,0.79
2023-04-18,135,"당근","food_drink",0.15,0.06,0.1,0.19,0.29,0.31,0.54,0.64,0.59,0.62,0.68,0.76,0.73,0.73,0.73,0.79,0.91,0.86,0.9
2023-04-18,136,"도너츠","food_drink",0,0.02,0.01,0.05,0.06,0.04,0.1,0.19,0.17,0.23,0.26,0.34,0.3,0.42,0.27,0.36,0.59,0.54,0.48
2023-04-18,137,"딸기","food_drink",0.37,0.42,0.48,0.6,0.61,0.66,0.78,0.86,0.84,0.89,0.88,0.91,0.84,0.97,0.96,0.91,1,0.93,0.97
2023-04-18,138,"땅콩","food_drink",0.06,0,0.06,0.08,0.16,0.19,0.42,0.47,0.4,0.44,0.49,0.5,0.53,0.63,0.64,0.67,0.78,0.7,0.83
2023-04-18,139,"떡","food_drink",0.18,0.11,0.15,0.32,0.37,0.37,0.62,0.73,0.66,0.61,0.67,0.8,0.74,0.79,0.78,0.84,0.89,0.81,0.96
2023-04-18,140,"라면","food_drink",0.12,0.03,0.21,0.17,0.27,0.26,0.48,0.58,0.53,0.61,0.69,0.71,0.76,0.81,0.82,0.84,0.87,0.81,0.93
2023-04-18,141,"메론","food_drink",0.02,0.03,0.06,0.03,0.07,0.1,0.2,0.12,0.27,0.25,0.31,0.44,0.36,0.38,0.36,0.4,0.62,0.55,0.46
2023-04-18,142,"무/무우","food_drink",0.15,0.11,0.15,0.29,0.23,0.29,0.44,0.44,0.49,0.52,0.54,0.64,0.56,0.6,0.64,0.67,0.79,0.83,0.79
2023-04-18,143,"물","food_drink",0.71,0.75,0.69,0.84,0.81,0.79,0.85,0.93,0.93,0.93,0.95,0.98,0.93,0.99,0.97,0.96,0.97,0.96,0.99
2023-04-18,144,"바나나","food_drink",0.42,0.37,0.4,0.56,0.6,0.57,0.74,0.81,0.81,0.88,0.91,0.9,0.86,0.97,0.94,0.96,0.99,0.93,0.97
2023-04-18,145,"밤","food_drink",0.08,0,0.09,0.16,0.2,0.33,0.44,0.52,0.43,0.48,0.56,0.69,0.46,0.68,0.61,0.59,0.8,0.7,0.83
